ID	gamma	gamma.97.5	gamma.2.5	gamma.stderr	t.half	t.fit	p.fit	name
AT1G74000	0.205	0.149	0.261	0.027	3.382	7.716	5.954e-07	SSL11
AT1G74010	0.068	0.05	0.087	0.009	10.167	7.804	5.1108e-07	AT1G74010
AT1G74020	0.064	0.046	0.082	0.009	10.773	7.566	7.7394e-07	SSL12
AT1G74030	0.08	0.06	0.1	0.009	8.645	8.53	1.5076e-07	ENO1
AT1G74040	0.146	0.102	0.189	0.021	4.756	7.071	1.8792e-06	IPMS2
AT1G74070	0.294	0.162	0.427	0.063	2.356	4.683	0.00021376	CYP26-2
AT1G74100	0.441	0.297	0.586	0.069	1.57	6.443	6.0657e-06	SOT16
AT1G74120	0.704	0.528	0.88	0.083	0.985	8.451	1.7169e-07	AT1G74120
AT1G74150	0.416	0.33	0.501	0.041	1.667	10.235	1.1e-08	AT1G74150
AT1G74160	0.637	0.438	0.836	0.094	1.087	6.76	3.3355e-06	AT1G74160
AT1G74170	1.381	1.056	1.705	0.154	0.502	8.976	7.3605e-08	AtRLP13
AT1G74180	1.143	0.468	1.817	0.32	0.607	3.574	0.0023362	AtRLP14
AT1G74210	0.07	0.05	0.09	0.009	9.949	7.356	1.1225e-06	GDPD5
AT1G74230	0.057	0.037	0.076	0.009	12.182	6.175	1.0174e-05	RBG5
AT1G74240	0.159	0.121	0.197	0.018	4.367	8.851	8.9714e-08	AT1G74240
AT1G74250	0.311	0.245	0.378	0.031	2.227	9.89	1.8193e-08	AT1G74250
AT1G74260	0.244	0.205	0.283	0.018	2.84	13.326	1.9918e-10	PUR4
AT1G74270	0.047	0.032	0.062	0.007	14.764	6.585	4.6336e-06	RPL35AC
AT1G74310	0.109	-0.003	0.221	0.053	6.362	2.06	0.056022	CLPB1
AT1G74320	0.224	0.161	0.286	0.03	3.099	7.531	8.2212e-07	F1O17.1
AT1G74330	0.34	0.258	0.422	0.039	2.04	8.751	1.0535e-07	AT1G74330
AT1G74340	0.06	0.043	0.077	0.008	11.528	7.348	1.1378e-06	AT1G74340
AT1G74350	0.144	0.112	0.177	0.015	4.802	9.453	3.5071e-08	AT1G74350
AT1G74360	0.456	0.384	0.529	0.034	1.519	13.322	2.0027e-10	AT1G74360
AT1G74370	0.61	0.502	0.719	0.052	1.136	11.83	1.251e-09	AT1G74370
AT1G74380	0.275	0.22	0.33	0.026	2.52	10.55	7e-09	GT5
AT1G74390	0.26	0.204	0.316	0.026	2.665	9.856	1.9148e-08	NEN3
AT1G74400	1.296	0.94	1.653	0.169	0.535	7.677	6.3657e-07	PCMP-E68
AT1G74410	0.107	0.081	0.133	0.012	6.473	8.568	1.4161e-07	ATL24
AT1G74430	0.21	0.131	0.29	0.038	3.294	5.571	3.3768e-05	MYB95
AT1G74440	0.062	0.042	0.082	0.01	11.192	6.507	5.3742e-06	AT1G74440
AT1G74450	0.259	0.183	0.336	0.036	2.673	7.138	1.6609e-06	AT1G74450
AT1G74470	0.07	0.054	0.087	0.008	9.853	8.896	8.3576e-08	CHLP
AT1G74490	0.328	0.249	0.408	0.038	2.11	8.668	1.2043e-07	AT1G74490
AT1G74510	0.508	0.354	0.662	0.073	1.364	6.967	2.2731e-06	AT1G74510
AT1G74520	0.075	0.054	0.096	0.01	9.243	7.58	7.5516e-07	HVA22A
AT1G74530	0.15	0.097	0.204	0.025	4.607	5.931	1.6428e-05	AT1G74530
AT1G74560	0.043	0.03	0.055	0.006	16.211	7.133	1.6763e-06	NRP1
AT1G74580	0.995	0.62	1.371	0.178	0.696	5.589	3.2568e-05	AT1G74580
AT1G74600	0.401	0.277	0.525	0.059	1.728	6.827	2.9439e-06	PCMP-E69
AT1G74630	0.314	0.127	0.5	0.088	2.208	3.551	0.0024592	PCMP-H71
AT1G74640	0.561	0.441	0.682	0.057	1.235	9.831	1.9877e-08	AT1G74640
AT1G74680	0.415	0.309	0.52	0.05	1.672	8.306	2.18e-07	AT1G74680
AT1G74690	0.071	0.046	0.095	0.012	9.786	6.141	1.0883e-05	IQD31
AT1G74700	0.321	0.23	0.412	0.043	2.16	7.435	9.7577e-07	NUZ
AT1G74710	0.186	0.116	0.256	0.033	3.722	5.612	3.1123e-05	ICS1
AT1G74720	1.269	1.045	1.493	0.106	0.546	11.952	1.0702e-09	QKY
AT1G74730	0.245	0.192	0.299	0.025	2.826	9.703	2.4055e-08	AT1G74730
AT1G74740	0.365	0.261	0.469	0.049	1.899	7.414	1.0115e-06	CPK30
AT1G74750	1.27	0.943	1.596	0.155	0.546	8.211	2.5541e-07	AT1G74750
AT1G74780	0.712	0.529	0.895	0.087	0.974	8.206	2.5773e-07	AT1G74780
AT1G74790	0.115	0.063	0.166	0.024	6.053	4.677	0.00021664	HIPL1
AT1G74800	0.534	0.407	0.662	0.06	1.297	8.868	8.7395e-08	B3GALT18
AT1G74810	0.223	0.16	0.286	0.03	3.106	7.447	9.54e-07	BOR5
AT1G74820	0.493	0.355	0.631	0.065	1.406	7.559	7.8232e-07	AT1G74820
AT1G74840	0.119	0.052	0.186	0.032	5.82	3.76	0.0017099	AT1G74840
AT1G74850	0.537	0.416	0.658	0.057	1.291	9.372	3.9688e-08	PTAC2
AT1G74860	0.136	0.085	0.186	0.024	5.111	5.673	2.7504e-05	AT1G74860
AT1G74870	0.226	0.147	0.305	0.037	3.07	6.037	1.3327e-05	AT1G74870
AT1G74890	0.362	0.167	0.557	0.092	1.915	3.915	0.0011159	ARR15
AT1G74900	0.418	0.305	0.531	0.054	1.658	7.789	5.2426e-07	OTP43
AT1G74910	0.116	0.073	0.159	0.021	5.967	5.658	2.8377e-05	AT1G74910
AT1G74920	0.054	0.035	0.073	0.009	12.849	6.048	1.3045e-05	ALDH10A8
AT1G74940	0.63	0.421	0.839	0.099	1.1	6.361	7.1081e-06	AT1G74940
AT1G74950	0.224	0.172	0.276	0.025	3.1	9.071	6.3339e-08	TIFY10B
AT1G74960	0.094	0.067	0.121	0.013	7.378	7.389	1.0579e-06	KAS2
AT1G74970	0.071	0.039	0.104	0.015	9.744	4.631	0.00023875	RPS9
AT1G75010	0.542	0.331	0.753	0.1	1.28	5.412	4.6673e-05	ARC3
AT1G75020	0.301	0.227	0.374	0.035	2.306	8.648	1.2449e-07	LPAT4
AT1G75030	0.097	0.005	0.189	0.043	7.162	2.233	0.040175	ATLP-3
AT1G75050	0.094	0.065	0.123	0.014	7.395	6.802	3.0806e-06	AT1G75050
AT1G75090	0.547	0.372	0.722	0.083	1.267	6.591	4.5786e-06	AT1G75090
AT1G75100	0.464	0.355	0.573	0.052	1.494	8.997	7.1164e-08	JAC1
AT1G75110	0.371	0.261	0.481	0.052	1.867	7.114	1.7369e-06	RRA2
AT1G75130	0.195	0.149	0.241	0.022	3.555	9.012	6.9484e-08	CYP721A1
AT1G75140	0.528	0.43	0.627	0.047	1.312	11.319	2.4469e-09	AT1G75140
AT1G75150	0.848	0.637	1.059	0.1	0.817	8.463	1.6819e-07	AT1G75150
AT1G75160	0.235	0.141	0.33	0.045	2.944	5.257	6.4187e-05	AT1G75160
AT1G75170	0.231	0.14	0.322	0.043	2.997	5.355	5.2477e-05	AT1G75170
AT1G75180	0.507	0.319	0.696	0.089	1.366	5.669	2.7701e-05	AT1G75180
AT1G75200	0.589	0.444	0.734	0.069	1.177	8.575	1.4015e-07	TYW1
AT1G75210	0.12	0.09	0.15	0.014	5.767	8.458	1.6967e-07	AT1G75210
AT1G75220	0.096	0.064	0.128	0.015	7.224	6.324	7.6236e-06	AT1G75220
AT1G75230	0.231	0.182	0.281	0.023	2.996	9.924	1.7325e-08	AT1G75230
AT1G75250	0.249	0.196	0.301	0.025	2.787	9.996	1.5573e-08	RL6
AT1G75270	0.062	0.024	0.101	0.018	11.091	3.416	0.0035417	DHAR2
AT1G75280	0.025	0.004	0.045	0.01	27.969	2.553	0.020561	AT1G75280
AT1G75310	0.17	0.133	0.206	0.017	4.088	9.78	2.1414e-08	AUL1
AT1G75330	0.06	0.042	0.078	0.009	11.527	6.95	2.3459e-06	OTC
AT1G75340	0.062	0.033	0.092	0.014	11.098	4.498	0.00031705	CG1
AT1G75350	0.043	0.026	0.06	0.008	16.216	5.349	5.3148e-05	RPL31
AT1G75370	0.152	0.119	0.186	0.016	4.55	9.558	2.9912e-08	SFH5
AT1G75400	0.266	0.129	0.403	0.065	2.604	4.102	0.00074318	AT1G75400
AT1G75410	0.292	0.101	0.483	0.09	2.372	3.23	0.0049179	BLH3
AT1G75420	0.45	0.365	0.534	0.04	1.541	11.224	2.7784e-09	AT1G75420
AT1G75440	0.097	0.062	0.131	0.016	7.157	5.923	1.6705e-05	UBC16
AT1G75460	0.24	0.165	0.316	0.036	2.884	6.701	3.7232e-06	AT1G75460
AT1G75500	0.144	0.101	0.187	0.02	4.821	7.017	2.0728e-06	WAT1
AT1G75510	0.303	0.236	0.371	0.032	2.286	9.484	3.3458e-08	AT1G75510
AT1G75520	0.576	0.455	0.697	0.057	1.204	10.029	1.4849e-08	SRS5
AT1G75540	0.36	0.294	0.425	0.031	1.927	11.629	1.6251e-09	BBX21
AT1G75560	0.183	0.141	0.225	0.02	3.787	9.133	5.7536e-08	AT1G75560
AT1G75600	0.142	0.108	0.176	0.016	4.87	8.868	8.7297e-08	AT1G75600
AT1G75640	0.241	0.157	0.324	0.04	2.877	6.087	1.2093e-05	AT1G75640
AT1G75660	0.111	0.083	0.14	0.013	6.219	8.331	2.094e-07	XRN3
AT1G75670	0.933	0.712	1.154	0.105	0.743	8.904	8.2525e-08	AT1G75670
AT1G75680	0.095	0.069	0.121	0.012	7.313	7.637	6.8228e-07	AtGH9B7
AT1G75690	0.125	0.081	0.169	0.021	5.552	6.014	1.3944e-05	LQY1
AT1G75730	0.298	0.175	0.421	0.058	2.326	5.097	8.9565e-05	AT1G75730
AT1G75750	0.021	-0.006	0.047	0.012	33.062	1.678	0.11271	GASA1
AT1G75760	0.521	0.379	0.663	0.067	1.33	7.734	5.7678e-07	AT1G75760
AT1G75780	0.068	0.048	0.089	0.01	10.129	6.952	2.3338e-06	TUBB1
AT1G75800	0.104	0.051	0.157	0.025	6.648	4.139	0.0006863	AT1G75800
AT1G75810	0.157	0.109	0.204	0.022	4.421	6.983	2.2062e-06	AT1G75810
AT1G75820	0.276	0.172	0.381	0.049	2.507	5.586	3.2791e-05	CLV1
AT1G75840	0.073	0.056	0.09	0.008	9.487	9.196	5.2138e-08	ARAC5
AT1G75850	0.131	0.091	0.171	0.019	5.282	6.915	2.502e-06	VPS35B
AT1G75860	1.201	0.984	1.418	0.103	0.577	11.691	1.4985e-09	AT1G75860
AT1G75920	0.728	0.532	0.923	0.093	0.953	7.843	4.7788e-07	AT1G75920
AT1G75950	0.04	0.023	0.057	0.008	17.264	4.924	0.00012858	SKP1A
AT1G75980	0.156	0.105	0.207	0.024	4.434	6.45	5.9876e-06	AT1G75980
AT1G75990	0.186	0.14	0.231	0.022	3.733	8.573	1.4047e-07	RPN3B
AT1G76010	0.095	0.069	0.121	0.012	7.284	7.687	6.2552e-07	AT1G76010
AT1G76020	0.047	0.036	0.057	0.005	14.852	9.233	4.9199e-08	AT1G76020
AT1G76040	0.191	0.132	0.249	0.028	3.638	6.856	2.7892e-06	CPK29
AT1G76050	0.198	0.142	0.253	0.026	3.505	7.513	8.4853e-07	AT1G76050
AT1G76070	0.18	0.103	0.257	0.037	3.857	4.924	0.00012856	AT1G76070
AT1G76080	0.239	0.149	0.33	0.043	2.895	5.57	3.3884e-05	CDSP32
AT1G76090	0.143	0.105	0.18	0.018	4.862	8.105	3.0539e-07	SMT3
AT1G76100	0.117	0.074	0.16	0.02	5.93	5.751	2.3522e-05	PETE
AT1G76120	1.399	1.161	1.636	0.113	0.496	12.432	5.8488e-10	AT1G76120
AT1G76140	0.115	0.086	0.145	0.014	6.01	8.216	2.5356e-07	AT1G76140
AT1G76150	0.066	0.045	0.088	0.01	10.487	6.465	5.8187e-06	ECH2
AT1G76160	0.258	0.196	0.319	0.029	2.688	8.835	9.2126e-08	sks5
AT1G76170	0.705	0.566	0.844	0.066	0.983	10.706	5.6468e-09	AT1G76170
AT1G76180	0.051	0.037	0.066	0.007	13.506	7.599	7.2928e-07	ERD14
AT1G76185	0.558	0.44	0.676	0.056	1.242	9.991	1.5699e-08	AT1G76185
AT1G76200	0.049	0.036	0.063	0.006	14.004	7.704	6.08e-07	AT1G76200
AT1G76260	0.067	0.048	0.085	0.009	10.422	7.524	8.3231e-07	DWA2
AT1G76270	0.828	0.52	1.136	0.146	0.837	5.664	2.8008e-05	AT1G76270
AT1G76280	0.867	0.618	1.116	0.118	0.799	7.358	1.1191e-06	AT1G76280
AT1G76300	0.133	0.098	0.167	0.016	5.23	8.085	3.1574e-07	SMD3A
AT1G76310	0.275	0.208	0.342	0.032	2.523	8.681	1.1789e-07	CYCB2-4
AT1G76320	0.229	0.167	0.291	0.029	3.03	7.767	5.4478e-07	FRS4
AT1G76340	0.173	0.127	0.219	0.022	4.003	7.914	4.2274e-07	GONST3
AT1G76380	0.294	0.212	0.376	0.039	2.358	7.543	8.05e-07	AT1G76380
AT1G76390	0.43	0.321	0.539	0.052	1.611	8.342	2.0535e-07	PUB43
AT1G76400	0.267	0.185	0.35	0.039	2.593	6.816	3.0049e-06	OST1A
AT1G76405	0.108	0.074	0.142	0.016	6.423	6.775	3.2421e-06	OEP21B
AT1G76450	0.103	0.066	0.14	0.017	6.717	5.901	1.7448e-05	PPD3
AT1G76460	0.049	0.027	0.07	0.01	14.23	4.731	0.00019324	AT1G76460
AT1G76490	0.062	0.041	0.083	0.01	11.215	6.195	9.7988e-06	HMG1
AT1G76510	0.291	0.19	0.391	0.048	2.384	6.112	1.1503e-05	ARID5
AT1G76520	0.098	0.073	0.122	0.012	7.105	8.427	1.7863e-07	AT1G76520
AT1G76540	0.077	0.056	0.099	0.01	8.951	7.674	6.4042e-07	CDKB2-1
AT1G76550	0.088	0.066	0.111	0.011	7.846	8.286	2.2559e-07	PFP-ALPHA2
AT1G76560	0.052	-0.003	0.107	0.026	13.334	1.994	0.063465	CP12-3
AT1G76570	0.241	0.156	0.326	0.04	2.877	5.969	1.5251e-05	AT1G76570
AT1G76580	0.551	0.397	0.705	0.073	1.259	7.55	7.9558e-07	SPL16
AT1G76590	0.189	0.082	0.295	0.051	3.673	3.73	0.0016665	AT1G76590
AT1G76600	0.142	-0.051	0.335	0.091	4.878	1.563	0.13754	AT1G76600
AT1G76630	0.264	0.183	0.344	0.038	2.629	6.923	2.4658e-06	SKI3
AT1G76650	0.257	0.068	0.445	0.089	2.699	2.886	0.010738	CML38
AT1G76660	0.441	0.347	0.535	0.045	1.573	9.891	1.8173e-08	AT1G76660
AT1G76670	0.117	0.078	0.156	0.018	5.923	6.361	7.096e-06	UDP-GALT2
AT1G76700	0.101	0.077	0.125	0.011	6.852	9.014	6.927e-08	ATJ10
AT1G76710	0.222	0.161	0.283	0.029	3.118	7.699	6.1259e-07	ASHH1
AT1G76730	0.193	0.137	0.249	0.027	3.589	7.288	1.2681e-06	COG0212
AT1G76740	0.146	0.104	0.188	0.02	4.755	7.328	1.1801e-06	AT1G76740
AT1G76760	0.233	0.183	0.283	0.024	2.976	9.78	2.1421e-08	ATY1
AT1G76810	0.513	0.426	0.6	0.041	1.35	12.448	5.7324e-10	AT1G76810
AT1G76820	0.115	0.087	0.144	0.014	6.01	8.477	1.6442e-07	AT1G76820
AT1G76850	0.111	0.08	0.142	0.015	6.219	7.592	7.3926e-07	SEC5A
AT1G76860	0.056	0.046	0.067	0.005	12.311	11.498	1.9289e-09	LSM3B
AT1G76870	0.701	0.601	0.802	0.048	0.988	14.708	4.2296e-11	AT1G76870
AT1G76880	0.346	0.258	0.433	0.041	2.004	8.34	2.0623e-07	AT1G76880
AT1G76890	0.222	0.073	0.372	0.07	3.118	3.159	0.0060776	GT-2
AT1G76900	0.192	0.144	0.239	0.022	3.619	8.559	1.437e-07	TULP1
AT1G76920	0.254	0.18	0.327	0.035	2.734	7.244	1.3726e-06	SKIP15
AT1G76940	0.325	0.245	0.404	0.038	2.136	8.597	1.3522e-07	AT1G76940
AT1G76950	0.331	0.208	0.455	0.059	2.091	5.654	2.8552e-05	PRAF1
AT1G76970	0.168	0.099	0.237	0.033	4.134	5.141	8.1734e-05	AT1G76970
AT1G76990	0.255	0.181	0.329	0.035	2.717	7.301	1.2376e-06	ACR3
AT1G77000	0.319	0.214	0.424	0.05	2.174	6.398	6.6186e-06	SKP2B
AT1G77010	0.679	0.493	0.865	0.088	1.021	7.706	6.0533e-07	PCMP-E5
AT1G77050	0.249	0.161	0.336	0.041	2.786	6.01	1.4056e-05	AT1G77050
AT1G77060	0.122	0.085	0.16	0.018	5.673	6.854	2.7971e-06	AT1G77060
AT1G77080	0.172	0.094	0.25	0.037	4.021	4.666	0.00022188	AGL27
AT1G77080	0.084	0.057	0.111	0.013	8.257	6.559	4.8695e-06	AGL27
AT1G77090	0.327	0.225	0.428	0.048	2.122	6.77	3.2744e-06	PPD4
AT1G77110	0.415	0.297	0.533	0.056	1.671	7.408	1.0233e-06	PIN6
AT1G77120	0.075	0.056	0.094	0.009	9.265	8.299	2.2073e-07	ADH1
AT1G77130	0.159	0.119	0.199	0.019	4.363	8.31	2.1676e-07	GUX3
AT1G77140	0.671	0.508	0.835	0.078	1.033	8.658	1.225e-07	VPS45
AT1G77180	0.175	0.142	0.207	0.015	3.969	11.458	2e-09	SKIP
AT1G77220	0.293	0.208	0.377	0.04	2.368	7.311	1.2161e-06	AT1G77220
AT1G77230	0.061	0.032	0.089	0.013	11.438	4.545	0.00033156	AT1G77230
AT1G77250	0.375	0.283	0.467	0.044	1.848	8.601	1.3426e-07	AT1G77250
AT1G77260	0.454	0.307	0.6	0.07	1.528	6.521	5.2317e-06	AT1G77260
AT1G77280	0.97	0.794	1.146	0.083	0.715	11.628	1.6268e-09	AT1G77280
AT1G77300	0.179	0.124	0.234	0.026	3.872	6.824	2.9618e-06	EFS
AT1G77310	0.24	0.18	0.3	0.029	2.889	8.4	1.8661e-07	AT1G77310
AT1G77350	0.056	0.039	0.073	0.008	12.389	6.984	2.2031e-06	AT1G77350
AT1G77360	0.97	0.644	1.296	0.155	0.715	6.274	8.3916e-06	AT1G77360
AT1G77370	0.059	0.039	0.078	0.009	11.807	6.44	6.1074e-06	GRXC3
AT1G77380	0.647	0.479	0.815	0.08	1.071	8.133	2.9114e-07	AAP3
AT1G77390	0.132	0.09	0.175	0.02	5.237	6.524	5.1975e-06	CYCA1-2
AT1G77400	1.792	1.062	2.523	0.346	0.387	5.176	7.6017e-05	AT1G77400
AT1G77410	0.151	0.109	0.192	0.02	4.605	7.569	7.6886e-07	BGAL16
AT1G77420	0.113	0.086	0.141	0.013	6.11	8.57	1.4134e-07	AT1G77420
AT1G77440	0.073	0.052	0.093	0.01	9.551	7.436	9.74e-07	PBC2
AT1G77450	0.098	-0.033	0.228	0.062	7.107	1.582	0.13316	anac032
AT1G77460	0.923	0.643	1.204	0.133	0.751	6.941	2.3824e-06	AT1G77460
AT1G77470	0.11	0.077	0.144	0.016	6.275	6.931	2.4286e-06	RFC5
AT1G77480	0.095	0.068	0.122	0.013	7.286	7.353	1.1282e-06	AT1G77480
AT1G77490	0.087	0.061	0.113	0.012	7.981	7.083	1.8365e-06	APXT
AT1G77510	0.474	0.348	0.601	0.06	1.462	7.9	4.3269e-07	PDIL1-2
AT1G77540	0.088	0.065	0.111	0.011	7.882	8.214	2.5431e-07	AT1G77540
AT1G77550	0.091	0.06	0.122	0.015	7.621	6.136	1.0985e-05	AT1G77550
AT1G77580	0.361	0.206	0.516	0.073	1.918	4.918	0.00013024	FPP1
AT1G77590	0.121	0.091	0.15	0.014	5.742	8.677	1.1876e-07	LACS9
AT1G77600	0.13	0.095	0.165	0.016	5.341	7.882	4.4636e-07	AT1G77600
AT1G77610	0.43	0.316	0.544	0.054	1.612	7.963	3.8876e-07	UDP-GALT1
AT1G77630	0.128	0.089	0.167	0.019	5.415	6.843	2.8546e-06	LYM3
AT1G77640	0.257	0.151	0.363	0.05	2.696	5.122	8.5036e-05	ERF013
AT1G77655	0.151	0.104	0.198	0.022	4.6	6.743	3.4408e-06	AT1G77655
AT1G77670	0.194	0.14	0.247	0.025	3.582	7.614	7.1065e-07	AT1G77670
AT1G77680	0.456	0.378	0.534	0.037	1.521	12.326	6.6718e-10	SOV
AT1G77710	0.024	0.014	0.033	0.004	28.986	5.345	5.3584e-05	AT1G77710
AT1G77720	0.222	0.177	0.267	0.021	3.126	10.418	8.47e-09	PPK1
AT1G77740	0.419	0.291	0.547	0.061	1.655	6.891	2.6156e-06	PIP5K2
AT1G77750	0.081	0.067	0.096	0.007	8.511	11.786	1.3245e-09	RPS13
AT1G77760	0.459	0.396	0.522	0.03	1.511	15.458	1.9199e-11	NIA1
AT1G77770	0.095	0.052	0.138	0.02	7.275	4.695	0.00024314	AT1G77770
AT1G77800	0.319	0.2	0.438	0.056	2.171	5.654	2.8599e-05	AT1G77800
AT1G77810	0.418	0.272	0.565	0.07	1.657	6.013	1.3971e-05	B3GALT7
AT1G77840	1.257	0.983	1.53	0.13	0.552	9.679	2.4911e-08	AT1G77840
AT1G77850	0.699	0.593	0.805	0.05	0.992	13.9	1.0302e-10	ARF17
AT1G77860	0.11	0.069	0.151	0.02	6.3	5.613	3.1032e-05	KOM
AT1G77890	0.442	0.315	0.569	0.06	1.569	7.34	1.1544e-06	AT1G77890
AT1G77920	0.264	0.196	0.333	0.032	2.621	8.152	2.8212e-07	TGA7
AT1G77930	0.382	0.289	0.476	0.044	1.812	8.669	1.2024e-07	AT1G77930
AT1G77940	0.057	0.041	0.073	0.008	12.178	7.491	8.8318e-07	RPL30B
AT1G78010	0.334	0.219	0.449	0.054	2.075	6.131	1.1096e-05	AT1G78010
AT1G78020	0.17	0.12	0.22	0.024	4.076	7.153	1.6186e-06	AT1G78020
AT1G78040	0.058	0.04	0.077	0.009	11.872	6.613	4.3969e-06	AT1G78040
AT1G78050	0.142	0.087	0.197	0.026	4.882	5.454	4.284e-05	PGM
AT1G78070	0.239	0.176	0.302	0.03	2.898	7.992	3.7021e-07	AT1G78070
AT1G78080	2.997	2.746	3.249	0.119	0.231	25.106	7.0749e-15	RAP2-4
AT1G78090	0.411	0.294	0.528	0.055	1.687	7.425	9.9313e-07	TPPB
AT1G78100	0.813	0.607	1.018	0.098	0.853	8.333	2.0857e-07	AT1G78100
AT1G78110	0.532	0.429	0.636	0.049	1.302	10.845	4.6528e-09	AT1G78110
AT1G78120	0.224	0.115	0.333	0.052	3.092	4.343	0.00044185	TPR12
AT1G78130	0.273	0.177	0.369	0.046	2.537	5.992	1.4561e-05	UNE2
AT1G78140	0.053	0.032	0.074	0.01	12.992	5.33	5.532e-05	AT1G78140
AT1G78150	0.083	0.06	0.106	0.011	8.341	7.508	8.574e-07	AT1G78150
AT1G78180	0.809	0.566	1.052	0.115	0.857	7.029	2.0273e-06	AT1G78180
AT1G78200	0.192	0.134	0.251	0.028	3.604	6.929	2.4365e-06	AT1G78200
AT1G78210	0.224	0.159	0.29	0.031	3.091	7.226	1.4178e-06	AT1G78210
AT1G78240	0.539	0.467	0.612	0.035	1.285	15.619	1.6277e-11	QUA2
AT1G78280	0.13	0.094	0.166	0.017	5.326	7.655	6.6213e-07	AT1G78280
AT1G78300	0.05	0.026	0.074	0.011	13.974	4.35	0.00043592	GRF2
AT1G78380	0.03	0.015	0.045	0.007	23.333	4.229	0.00056555	GSTU19
AT1G78420	0.162	0.126	0.198	0.017	4.277	9.4	3.8e-08	AT1G78420
AT1G78430	0.452	0.361	0.544	0.043	1.533	10.417	8.4816e-09	ICR4
AT1G78460	0.625	0.459	0.79	0.078	1.11	7.961	3.9018e-07	AT1G78460
AT1G78480	0.061	0.02	0.101	0.019	11.446	3.175	0.0055353	AT1G78480
AT1G78510	0.467	0.288	0.646	0.085	1.486	5.498	3.9164e-05	SPS1
AT1G78550	0.398	0.287	0.51	0.053	1.739	7.537	8.1381e-07	AT1G78550
AT1G78560	0.062	0.04	0.084	0.011	11.205	5.864	1.8755e-05	BASS1
AT1G78580	0.283	0.2	0.366	0.04	2.448	7.166	1.5804e-06	TPS1
AT1G78600	0.216	0.151	0.282	0.031	3.206	6.957	2.3122e-06	BBX22
AT1G78610	0.714	0.579	0.849	0.064	0.971	11.122	3.1884e-09	MSL6
AT1G78620	0.154	0.119	0.189	0.017	4.494	9.264	4.6911e-08	AT1G78620
AT1G78630	0.084	0.065	0.104	0.009	8.212	9.155	5.5526e-08	RPL13
AT1G78650	0.242	0.178	0.306	0.03	2.86	7.986	3.7384e-07	POLD3
AT1G78660	0.078	0.052	0.104	0.012	8.899	6.385	6.7866e-06	GGH1
AT1G78670	0.066	0.047	0.085	0.009	10.476	7.279	1.2878e-06	GGH3
AT1G78680	0.047	0.032	0.062	0.007	14.787	6.503	5.4169e-06	GGH2
AT1G78690	0.234	0.137	0.331	0.046	2.964	5.097	8.9486e-05	AT1G78690
AT1G78700	0.186	0.121	0.25	0.031	3.736	6.034	1.3423e-05	BEH4
AT1G78740	0.242	0.129	0.355	0.054	2.866	4.501	0.00031493	AT1G78740
AT1G78750	0.535	0.325	0.745	0.1	1.294	5.38	4.9846e-05	AT1G78750
AT1G78770	0.1	0.07	0.129	0.014	6.963	7.06	1.9141e-06	APC6
AT1G78780	0.091	0.052	0.13	0.018	7.626	4.94	0.00012416	AT1G78780
AT1G78790	0.06	0.043	0.078	0.008	11.458	7.155	1.6102e-06	AT1G78790
AT1G78800	0.457	0.34	0.574	0.056	1.515	8.241	2.4322e-07	AT1G78800
AT1G78810	0.602	0.432	0.772	0.08	1.152	7.482	8.9636e-07	AT1G78810
AT1G78815	0.53	0.397	0.663	0.063	1.307	8.397	1.8771e-07	LSH7
AT1G78890	0.086	0.064	0.109	0.011	8.025	7.99	3.7127e-07	AT1G78890
AT1G78895	0.051	0.032	0.07	0.009	13.57	5.726	2.4744e-05	RTNLB22
AT1G78900	0.083	0.059	0.106	0.011	8.396	7.535	8.1629e-07	VHA-A
AT1G78920	0.131	0.087	0.174	0.021	5.31	6.314	7.7675e-06	AVPL1
AT1G78930	0.504	0.344	0.664	0.076	1.375	6.661	4.0112e-06	AT1G78930
AT1G78940	1.168	0.933	1.403	0.111	0.593	10.485	7.7031e-09	AT1G78940
AT1G78960	0.243	0.158	0.328	0.04	2.855	6.023	1.3713e-05	LUP2
AT1G78995	0.409	0.327	0.49	0.039	1.696	10.6	6.5479e-09	AT1G78995
AT1G79000	0.273	0.193	0.353	0.038	2.538	7.225	1.4187e-06	HAC1
AT1G79030	0.662	0.46	0.863	0.096	1.047	6.922	2.47e-06	AT1G79030
AT1G79040	0.032	0.022	0.043	0.005	21.396	6.541	5.038e-06	PSBR
AT1G79050	0.157	0.099	0.216	0.028	4.402	5.696	2.6275e-05	RECA
AT1G79070	0.222	0.162	0.282	0.028	3.118	7.827	4.91e-07	AT1G79070
AT1G79080	0.789	0.605	0.972	0.087	0.879	9.068	6.3657e-08	AT1G79080
AT1G79090	0.371	0.286	0.457	0.041	1.867	9.161	5.5e-08	AT1G79090
AT1G79110	0.48	0.417	0.543	0.03	1.444	16.037	1.0674e-11	BRG2
AT1G79140	0.546	0.389	0.703	0.074	1.27	7.346	1.1432e-06	AT1G79140
AT1G79150	0.276	0.214	0.339	0.03	2.51	9.34	4.1737e-08	AT1G79150
AT1G79160	0.602	0.437	0.768	0.078	1.151	7.691	6.2092e-07	AT1G79160
AT1G79190	0.249	0.159	0.338	0.043	2.789	5.841	1.9666e-05	AT1G79190
AT1G79200	0.151	0.107	0.194	0.02	4.602	7.364	1.1054e-06	AT1G79200
AT1G79210	0.073	0.056	0.09	0.008	9.507	9.184	5.3133e-08	PAB2
